"","Marital_Status","Income","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","ttlspend","ttlnum","age","child","familymember","Education_Master","Education_PhD","Education_undergraduate"
"552",1,48799,3149,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,331,12,39,1,2,0,1,0
"553",2,52157,2935,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,265,10,52,1,3,0,1,0
"554",1,66565,3484,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1065,15,40,1,2,0,0,0
"555",2,29298,3208,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,11,3,51,2,4,1,0,0
"556",1,47691,3272,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,21,3,23,1,2,0,0,0
"557",2,38200,3482,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,3,32,2,4,0,0,0
"558",2,44989,3568,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,11,28,1,3,0,0,0
"559",2,38443,3066,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,38,4,34,2,4,0,1,0
"560",1,38593,3202,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,177,8,24,1,2,0,0,1
"561",2,64413,3245,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,11,32,1,3,0,1,0
"562",2,36959,3183,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,62,5,21,1,3,1,0,0
"563",2,61996,3427,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1230,18,25,1,3,0,1,0
"564",2,51287,3002,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,182,8,34,2,4,0,0,0
"565",2,13260,3223,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,49,6,32,2,4,0,0,0
"566",2,47472,3199,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,75,6,36,2,4,0,1,0
"567",2,54603,3268,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,227,10,46,2,4,1,0,0
"568",2,45207,3509,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,215,10,28,2,4,0,1,0
"569",2,40689,3381,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,13,51,1,3,0,0,0
"570",2,47821,3165,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,4,35,2,4,0,0,1
"571",2,27450,3353,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,143,6,51,0,2,1,0,0
"572",2,39453,3000,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,55,5,19,1,3,0,0,0
"573",2,26850,2985,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,63,7,31,2,4,0,0,1
"574",1,79800,3557,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1867,21,47,0,1,0,0,0
"575",2,61794,3201,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,611,18,41,1,3,1,0,0
"576",2,53863,2956,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,473,15,47,1,3,0,0,0
"577",2,24221,3226,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,5,43,0,2,0,0,0
"578",1,39684,3538,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,81,5,18,1,2,0,1,0
"579",2,92163,3477,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2086,21,27,0,2,1,0,0
"580",1,69882,3144,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,19,37,0,1,1,0,0
"581",2,33178,3063,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,4,25,1,3,0,0,0
"582",2,59973,3204,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,382,14,30,0,2,0,1,0
"583",2,17459,3196,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,69,6,27,1,3,1,0,0
"584",1,23910,3524,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,67,5,33,1,2,0,0,0
"585",2,42169,3166,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,30,4,33,2,4,1,0,0
"586",2,26224,3303,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,63,6,24,1,3,0,0,1
"587",2,31089,3594,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,79,7,21,1,3,0,0,0
"588",1,30081,3406,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,4,41,1,2,0,0,0
"589",2,62807,3580,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,20,42,1,3,0,0,0
"590",1,72906,3198,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1151,16,47,0,1,0,0,0
"591",2,61467,3480,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,594,17,54,2,4,0,1,0
"592",2,49618,3432,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,129,7,36,2,4,1,0,0
"593",1,21888,3460,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,213,8,16,1,2,1,0,0
"594",1,42429,3051,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,5,29,1,2,0,0,0
"595",1,26150,3388,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,28,4,46,3,4,0,0,0
"596",2,30801,3524,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,4,27,1,3,0,0,1
"597",2,81168,2966,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,1193,17,37,0,2,0,0,0
"598",1,26877,3227,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,268,10,33,0,1,1,0,0
"599",1,45006,3259,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,266,11,58,0,1,1,0,0
"600",2,18978,3478,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,37,4,29,1,3,0,0,1
"601",2,22574,3157,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,5,35,3,5,0,0,0
"602",1,48240,3510,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,22,33,0,1,0,1,0
"603",2,45837,3251,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,13,28,2,4,0,0,0
"604",1,35791,3332,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,4,37,3,4,1,0,0
"606",1,54162,3381,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,4,24,2,3,0,0,0
"607",2,30522,3594,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,12,42,1,3,1,0,0
"608",2,54456,3266,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,14,41,1,3,0,1,0
"609",1,31632,3263,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,5,31,0,1,0,0,0
"610",1,72298,3024,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,939,13,53,0,1,0,0,0
"611",1,36975,3096,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,4,24,1,2,0,0,1
"612",2,72635,3304,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,20,47,0,2,0,0,1
"613",2,13624,3438,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,5,26,1,3,0,0,0
"614",1,84196,3304,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,19,27,1,2,0,0,0
"615",2,70971,3559,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,27,42,1,3,0,0,0
"616",1,34487,3574,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,6,25,2,3,0,1,0
"617",1,28769,3471,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,9,25,1,2,0,0,0
"618",2,69084,3135,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,23,32,1,3,0,1,0
"619",2,65488,2929,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,13,44,0,2,0,1,0
"620",2,62466,3078,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,21,32,1,3,0,0,1
"621",1,32218,3047,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,93,6,42,0,1,0,0,1
"622",1,83917,3350,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,20,29,0,1,0,0,0
"623",1,46102,3024,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,3,40,3,4,0,0,0
"624",1,84574,3303,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,31,50,0,1,0,0,0
"625",2,56181,3450,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,13,40,1,3,0,0,0
"626",1,63120,3552,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,21,52,1,2,1,0,0
"627",2,73691,3148,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1179,16,31,1,3,0,0,0
"628",2,63381,3545,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,22,42,1,3,0,0,0
"629",2,76140,2960,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,20,54,0,2,0,1,0
"630",1,62859,3459,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,19,43,1,2,0,1,0
"631",1,45906,3331,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,486,13,38,1,2,0,0,0
"632",2,77632,3389,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,2252,12,55,0,2,1,0,0
"633",2,46463,3228,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,10,31,2,4,0,1,0
"634",2,105471,3437,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,1724,30,32,0,2,0,0,0
"635",1,55282,3111,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,10,32,1,2,1,0,0
"636",2,78710,2950,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,25,25,1,3,1,0,0
"637",2,66886,3199,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,15,44,1,3,0,0,0
"638",1,98777,3045,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2008,19,42,0,1,1,0,0
"639",2,29103,3584,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,4,17,1,3,0,0,0
"640",2,67445,3599,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,27,28,1,3,0,0,0
"641",2,50616,2990,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,6,52,1,3,0,1,0
"642",1,49431,3608,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,13,47,1,2,0,0,0
"644",2,61278,3089,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,8,49,1,3,0,0,0
"645",2,26490,3558,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,9,44,0,2,0,0,1
"646",2,73059,3215,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,25,55,1,3,0,1,0
"647",1,46734,3164,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,223,8,36,3,4,0,1,0
"648",2,56253,3482,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,18,39,1,3,0,0,0
"649",2,19986,3140,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,3,17,1,3,0,0,0
"650",1,58330,3099,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,23,27,1,2,0,0,0
"651",2,25965,3573,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,5,22,0,2,0,0,1
"652",2,14661,3457,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,4,46,0,2,1,0,0
"653",2,18690,3461,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4,43,0,2,0,0,0
"654",2,45068,3322,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,3,28,1,3,0,1,0
"655",1,21063,3190,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,5,15,1,2,0,0,1
"656",2,29187,3329,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,4,34,1,3,0,1,0
"657",2,54690,3147,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,9,31,2,4,0,0,1
"658",2,59304,3248,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,25,38,1,3,0,1,0
"659",1,59247,3146,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,16,40,2,3,1,0,0
"660",1,66731,3568,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,13,32,1,2,0,0,0
"661",2,77353,3108,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,18,22,1,3,0,0,0
"662",1,52614,3488,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,14,27,1,2,0,1,0
"663",2,26751,2951,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,3,28,2,4,0,0,0
"664",2,81300,3520,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,18,39,1,3,0,1,0
"665",1,70337,3091,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,16,23,0,1,0,0,0
"666",2,36145,3291,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,172,8,17,1,3,0,0,1
"667",1,65295,3101,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,19,22,0,1,0,1,0
"668",1,68118,3167,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,21,39,1,2,0,0,0
"669",1,68743,3581,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,29,35,0,1,0,0,0
"670",2,41039,3252,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,14,20,0,2,0,0,1
"671",2,38946,3161,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,10,47,1,3,0,0,0
"672",2,65777,3105,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,16,35,0,2,0,0,0
"673",1,66476,3392,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,18,26,1,2,0,1,0
"674",1,86857,3568,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,21,30,0,1,0,1,0
"676",2,77845,2957,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,1346,20,13,0,2,0,1,0
"677",2,69476,3185,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,14,33,0,2,0,1,0
"678",1,50611,3546,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,493,16,42,1,2,0,1,0
"679",1,61209,3221,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,12,32,0,1,0,0,0
"680",2,42315,3265,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,9,44,1,3,1,0,0
"681",2,13084,3152,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,4,50,0,2,0,0,1
"682",1,47570,3309,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,6,53,2,3,1,0,0
"683",2,61923,3251,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,7,41,2,4,1,0,0
"684",1,34824,3008,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,3,7,0,1,0,0,0
"685",1,26518,3360,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,5,53,2,3,0,1,0
"686",1,45938,3151,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,18,41,0,1,0,0,0
"687",2,78468,2994,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,1004,27,42,0,2,0,0,0
"688",1,78901,3198,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,17,29,1,2,0,0,0
"689",2,71427,3022,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,18,24,2,4,0,0,0
"690",1,71022,3051,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1453,18,24,1,2,0,0,0
"691",1,90247,2974,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1621,14,14,0,1,1,0,0
"692",1,41335,3098,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,9,34,1,2,1,0,0
"693",2,71952,3448,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,20,16,1,3,0,0,0
"694",1,35682,2915,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,5,32,1,2,0,1,0
"695",1,43185,3358,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,18,51,1,2,0,0,0
"696",2,66375,3133,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,948,11,54,1,3,0,1,0
"697",2,35178,3448,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,4,31,1,3,1,0,0
"698",2,25252,3265,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,3,16,1,3,0,0,0
"699",1,55250,3529,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,22,37,1,2,1,0,0
"700",1,33249,3407,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,6,27,1,2,0,0,0
"701",2,58398,3324,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,17,49,0,2,0,0,0
"702",2,50272,3239,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,10,20,1,3,0,0,0
"703",2,76618,3482,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,10,27,0,2,0,1,0
"704",1,87305,3557,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1152,16,42,0,1,0,0,1
"705",2,25851,3416,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,5,24,1,3,0,0,0
"706",1,58710,3368,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,25,32,1,2,0,0,0
"707",1,45160,3005,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,3,44,2,3,0,0,0
"708",2,74806,3470,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,14,37,1,3,1,0,0
"709",2,59111,3336,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,20,48,0,2,0,0,0
"710",2,18988,2950,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,4,18,1,3,0,1,0
"711",2,72190,3414,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,15,37,0,2,0,0,0
"712",2,7500,3610,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,71,7,26,1,3,0,0,0
"713",2,44794,2934,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,5,36,1,3,0,0,0
"714",2,80395,3131,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1380,23,47,0,2,0,0,0
"715",1,75012,3068,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,22,26,0,1,1,0,0
"716",2,56962,3174,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,14,37,3,5,1,0,0
"717",2,89891,3353,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,836,25,11,0,2,0,0,0
"718",1,35946,3188,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,3,53,2,3,0,1,0
"719",2,53593,3604,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,480,15,49,2,4,0,1,0
"720",2,66373,3295,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,16,24,2,4,0,0,0
"721",1,45072,3169,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,284,11,54,3,4,0,1,0
"722",1,89694,3176,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1472,11,29,2,3,0,0,0
"723",2,72025,2974,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,1677,25,53,0,2,0,0,0
"724",2,67432,3370,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1335,17,29,1,3,0,0,0
"725",2,70545,2939,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,12,50,1,3,1,0,0
"726",2,17487,3381,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,18,3,13,1,3,0,0,1
"727",2,62882,3602,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,18,33,1,3,0,0,0
"728",1,64108,3376,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1099,26,49,1,2,0,1,0
"729",2,34941,3393,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,6,46,2,4,1,0,0
"730",1,48767,3092,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,63,6,52,3,4,0,1,0
"731",2,38702,3245,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,109,7,24,1,3,0,0,1
"732",2,82224,3068,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,902,20,38,0,2,0,0,0
"733",2,83844,3326,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,1574,19,50,0,2,0,0,0
"734",2,17003,3115,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,38,6,27,1,3,0,0,1
"735",1,71163,3025,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,960,23,7,0,1,0,0,0
"736",1,33697,3200,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,28,3,32,1,2,0,0,0
"737",2,63564,3064,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,1215,27,48,0,2,0,0,1
"738",2,83443,3093,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,1497,21,30,0,2,0,1,0
"739",2,51518,3182,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,449,15,44,1,3,0,1,0
"740",1,58330,3099,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,23,27,1,2,0,0,0
"741",2,80952,3399,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,1757,24,33,0,2,0,0,0
"742",2,75507,2971,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,20,23,0,2,0,0,0
"743",2,63855,3418,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,1006,23,24,0,2,0,0,1
"744",2,62220,3600,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1226,18,30,1,3,0,1,0
"745",2,58512,3196,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1171,15,38,1,3,0,0,0
"746",2,40662,3384,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,92,6,23,1,3,1,0,0
"747",2,38829,2997,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,99,7,43,1,3,0,1,0
"748",2,35523,3182,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,66,6,21,1,3,0,0,1
"749",1,79146,2979,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,17,35,2,3,0,0,0
"750",2,78285,3157,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,1427,20,14,0,2,1,0,0
"751",1,31626,3328,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,86,5,24,1,2,0,1,0
"752",1,75127,2951,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,833,18,50,0,1,0,0,0
"753",2,48726,3341,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,242,9,47,1,3,0,0,0
"754",2,74985,3569,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,1869,16,25,0,2,0,0,0
"755",2,67430,3575,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,1364,28,15,0,2,0,0,0
"756",2,46891,3214,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,7,37,1,3,0,0,1
"757",2,62058,3312,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,450,14,46,1,3,1,0,0
"758",2,72063,3274,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,758,19,23,1,3,0,0,0
"759",2,78939,3112,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,1507,19,51,0,2,0,1,0
"760",1,42720,3344,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,654,17,37,2,3,0,0,0
"761",2,33622,3355,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,81,6,30,2,4,0,0,0
"762",2,6835,3481,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,137,1,45,1,3,0,1,0
"763",2,41452,3393,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,16,3,49,2,4,0,0,0
"764",1,40760,3216,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,93,6,37,1,2,0,1,0
